order_id,customer_id,order_timestamp,promised_delivery_date,actual_delivery_date,warehouse_id,carrier,shipping_method,distance_km,weather_condition,traffic_index,item_count,package_weight_kg,is_fragile,customer_lat,customer_lon,warehouse_lat,warehouse_lon,order_value_usd
100018,1662.0,2024-01-05 14:00:00,2024-01-06 14:00:00,2024-01-05 14:00:00,WH_C,DHL,expedited,736.3793757488158,RAIN,0.304231934862292,7,6.39743189580254,1,43.687899974095714,-76.18667793498614,31.276478670091763,-70.51912394902533,39.99910612800171
100019,1129.0,2024-01-01 20:00:00,2024-01-06 20:00:00,,WH_A,FedEx,,638.4090563240279,rain,0.5338679930240018,7,5.928583140636918,,30.263335272719075,-120.2380188506113,37.53835672414656,-75.40164740658614,175.72967368064963
100020,1660.0,2024-01-01 12:00:00,2024-01-03 12:00:00,2024-01-07 12:00:00,WH_C,UPS,same_day,723.9149242950693,sunny,0.3004960003448591,6,5.184203046125043,,49.478726768715184,-104.7382389779007,26.831856160369682,-114.14116598783718,454.99709146413164
100021,1307.0,2024-01-04 00:00:00,2024-01-09 00:00:00,2024-01-09 00:00:00,WH-B,FedEx,same_day,465.55027247413364,RAIN,0.1388576977632656,6,1.2801636213679042,1,44.52208827519209,-94.00213559312934,45.962424258223365,-105.02389823447044,150.9723284439912
100022,1768.0,2024-01-01T15:00:00Z,2024-01-05 15:00:00,2024-01-05 15:00:00,WH-B,FedEx,expedited,1028.5025285581935,Sunny,0.6231266294572313,1,5.295443679347741,1,29.034334245220577,-97.19685821809881,33.75579926098989,-73.48052668988053,135.8640307619427
100023,1342.0,2024-01-04 11:00:00 EST,2024-01-06 11:00:00,2024-01-11 11:00:00,WH_A,UPS,expedited,867.082065037288,rain,0.30131488064066325,8,8.230541813397931,1,27.776739429219298,-88.98008485809146,39.55519671067391,-81.20191996961297,43.87429037171795
100024,1490.0,2024-01-02T02:00:00Z,2024-01-06 02:00:00,2024-01-05 02:00:00,WH_C,DHL,expedited,356.898284503593,snow,0.2014810657200168,6,6.178889674900515,1,48.37385567469214,-108.63227266178114,34.46337100123901,-75.14732785736007,76.48702557198706
100025,1412.0,2024-01-03T04:00:00Z,2024-01-08 04:00:00,2024-01-10 04:00:00,WH_A,FedEx,,743.2585148099674,Sunny,0.2045791764033804,4,3.448507602584961,,42.125694996922064,-83.31871955428369,39.94000916080612,-94.05976218561318,5.411973995241436
100026,1804.0,2024-01-01 04:00:00,2024-01-04 04:00:00,2024-01-07 04:00:00,WH-B,UPS,same_day,717.074685773017,Sunny,0.1760215664431337,3,2.082589331386677,,25.96418265307795,-102.70045996637356,43.604949010218085,-111.6286078741446,129.95122030125367
100027,1384.0,2024-01-02T22:00:00Z,2024-01-03 22:00:00,2024-01-02 22:00:00,WH_A,UPS,same_day,422.0715034136972,Sunny,0.5390624300199965,7,6.9175514362279005,1,28.54968051308602,-118.10865434688644,33.17036505951576,-112.51205599642375,112.40541007125802
100028,1190.0,2024-01-02T04:00:00Z,2024-01-04 04:00:00,2024-01-02 04:00:00,WH_C,UPS,standard,398.52300672587694,Sunny,0.13100621703612886,4,4.080463928624775,,26.19573113064632,-84.27792036381878,37.98153436114969,-96.08813981193525,31.382347956125216
100029,1954.0,2024-01-02 18:00:00,2024-01-06 18:00:00,2024-01-09 18:00:00,WH-B,LocalCarrier,standard,864.3524035333412,snow,0.18179768586571912,5,7.670473579452578,0,49.35204266047327,-74.84313602778556,44.87186341355585,-74.180001587445,76.38624581186613
100030,1275.0,2024-01-01T08:00:00Z,2024-01-04 08:00:00,2024-01-06 08:00:00,wh_a,UPS,expedited,495.5918740923321,RAIN,0.6437605591538725,3,7.624674323111814,,37.446272480475244,-104.95665373779207,42.19628498524035,-90.26271595135259,113.72923843347196
100031,1159.0,2024-01-03 16:00:00 EST,2024-01-06 16:00:00,2024-01-08 16:00:00,WH-B,UPS,,578.0515671009362,RAIN,0.34935579098374614,1,4.702500503176101,1,36.553710966547605,-92.56909468978542,26.426824029243924,-123.10852091645586,45.86983051975122
100032,1458.0,2024-01-04T23:00:00Z,2024-01-06 23:00:00,2024-01-05 23:00:00,wh_a,FedEx,expedited,920.3312196392244,RAIN,0.29690247178030343,6,5.650058219565208,,48.8944691544714,-87.16965095606623,39.218970708827875,-94.17383495998766,129.31978235813293
100033,1312.0,2024-01-01 11:00:00,2024-01-03 11:00:00,2024-01-04 11:00:00,WH_A,UPS,same_day,1260.001700209353,sunny,0.7152439282438883,1,5.899725786372548,0,37.61589988671197,-79.2662062777791,34.40834183075626,-91.53575167583062,159.31344961642787
100034,1020.0,2024-01-01 04:00:00 EST,2024-01-04 04:00:00,2024-01-04 04:00:00,WH_A,UPS,expedited,342.0125159058308,snow,0.30308355775166784,6,2.599626537278318,0,37.94387117399316,-114.11035709910374,42.719503669391344,-93.01447319614911,25.300592917092057
100035,1251.0,2024-01-01 01:00:00 EST,2024-01-02 01:00:00,2024-01-01 01:00:00,WH_C,UPS,expedited,433.72992472366786,snow,0.20433792031018863,6,8.413011718100904,,49.60242908383334,-93.6511902659369,25.416696014708858,-86.990810445036,35.846815368613534
100036,1746.0,2024-01-03 01:00:00 EST,2024-01-04 01:00:00,2024-01-08 01:00:00,wh_a,FedEx,same_day,522.2012035828595,rain,0.27187632653499993,0,5.9980402905523595,0,27.785805418682354,-84.28001310780394,33.26492015165122,-108.85673880287652,51.34338903369152
100037,1855.0,2024-01-02 20:00:00 EST,2024-01-06 20:00:00,2024-01-05 20:00:00,WH_A,FedEx,same_day,529.0209298214043,,0.49279896399544443,9,5.306069090120365,0,49.643869919699746,-114.04806044685613,27.16232689482052,-117.0929080248724,26.87663009669898
100038,1559.0,2024-01-02 13:00:00,2024-01-03 13:00:00,2024-01-05 13:00:00,wh_a,UPS,same_day,612.9064665835673,RAIN,0.7144016462169047,9,6.972972198723219,,29.141947495522647,-99.0135190548994,48.012297697506796,-83.74732540786249,149.43587572196327
100039,1473.0,2024-01-01T12:00:00Z,2024-01-04 12:00:00,2024-01-03 12:00:00,WH_A,FedEx,same_day,352.94644755889976,,0.21458124847124552,2,5.610051216927655,,36.822786590376296,-99.46008513421381,46.912489210304386,-114.20058016337666,84.82646984208037
100040,1057.0,2024-01-01 23:00:00,2024-01-04 23:00:00,,WH-B,LocalCarrier,standard,120.14269411615214,rain,0.1619207852868671,2,2.824576457435558,,33.440341990533376,-78.83601094259438,49.20221700624316,-118.72125717695596,47.820168126624466
100041,1509.0,2024-01-02T19:00:00Z,2024-01-07 19:00:00,2024-01-12 19:00:00,WH_A,UPS,,1026.1475734549244,snow,0.13143744712736127,5,3.388932181471909,1,48.885531214965496,-82.24814797512785,41.08670737625901,-105.23425467847105,1.6192257521724003
100042,1680.0,2024-01-02T08:00:00Z,2024-01-05 08:00:00,,WH_C,UPS,,683.6247502411347,rain,0.2783030526847798,2,0.7086419996501752,1,37.13758272053067,-112.24404275706904,45.176221591425815,-79.19852356409338,39.43339975876117
100043,1474.0,2024-01-09T19:00:00Z,2024-01-10 19:00:00,2024-01-08 19:00:00,WH-B,UPS,same_day,374.43927999815367,Sunny,0.21328731156397396,8,5.1321389608927825,0,25.575362919771134,-112.18760300320106,40.29671879998761,-120.48404306468278,181.09543663939064
100044,1698.0,2024-01-01 07:00:00 EST,2024-01-05 07:00:00,2024-01-09 07:00:00,WH_C,FedEx,,631.1339023762198,rain,0.08909894546657252,4,6.104987169840742,0,30.54227835734972,-85.21552288281632,37.3010951400159,-114.24412526921745,136.067163492574
100045,1974.0,2024-01-03T09:00:00Z,2024-01-08 09:00:00,2024-01-11 09:00:00,WH-B,DHL,,1049.8851577861265,rain,0.49112064515615883,5,4.625010189987307,,35.77030115215503,-84.3213135230805,45.84551133016703,-98.86073419609997,6.975646558892319
100046,1781.0,2024-01-02 00:00:00,2024-01-03 00:00:00,2024-01-01 00:00:00,wh_a,UPS,,263.59351436730327,Sunny,0.33374692778126946,5,2.688678290885847,0,41.90976019072468,-115.16050701803415,44.40415540786138,-109.17941658007614,161.6690924765962
100047,1188.0,2024-01-02T02:00:00Z,2024-01-06 02:00:00,2024-01-11 02:00:00,WH_C,DHL,,563.342063923088,,0.2827874223007873,7,4.009862194484245,,39.047574958873724,-102.38507852862162,43.331920207260445,-85.30864450910002,19.72988322462877
100048,1956.0,2024-01-03 12:00:00,2024-01-04 12:00:00,2024-01-08 12:00:00,WH_A,UPS,same_day,83.04057772954116,Sunny,0.49251536323339234,9,4.262336590138309,1,46.24773234341551,-79.58260257069465,47.3477730598486,-87.88036652966946,434.69442522029993
100049,1685.0,2024-01-03 08:00:00,2024-01-08 08:00:00,2024-01-07 08:00:00,wh_a,FedEx,expedited,464.4975128378535,sunny,0.3280627902825113,2,6.734763383881004,,45.7108397008229,-120.63186403800867,48.21860439050532,-78.66160003464537,202.91051082912355
100050,1956.0,2024-01-10T11:00:00Z,2024-01-13 11:00:00,2024-01-11 11:00:00,WH_A,DHL,expedited,684.9786158343671,rain,0.38565195623307025,8,7.863643404709906,0,39.76273251306152,-104.43579904680739,36.13218253723948,-113.78862536129593,244.48459763389505
100051,1561.0,2024-01-01 06:00:00 EST,2024-01-06 06:00:00,2024-01-11 06:00:00,WH-B,UPS,expedited,165.58302321349748,rain,0.06342454018140224,6,-0.472746023666196,,39.28287341142478,-89.5502432433925,32.07053266878145,-89.30946850211544,146.7289236653212
100052,1874.0,2024-01-01T05:00:00Z,2024-01-04 05:00:00,2024-01-07 05:00:00,WH-B,FedEx,standard,443.8395892674571,,0.21209717068047382,5,4.842356653003126,,31.95411790018909,-82.5902264297163,37.7946387347015,-82.38960244874355,124.05565916662262
100053,1565.0,2024-01-03 13:00:00,2024-01-08 13:00:00,2024-01-10 13:00:00,WH_A,UPS,,739.978189858975,snow,0.086794564511863,0,3.7917900931114,,48.9476466248627,-89.10381610977429,27.32665495789931,-121.55330824716172,28.029253395215086
100054,1242.0,2024-01-02 17:00:00,2024-01-04 17:00:00,2024-01-03 17:00:00,WH_A,DHL,same_day,676.7600396697769,Sunny,0.13390477568115744,3,4.478633880711404,0,26.92128344346702,-103.13635748413392,48.45401153812659,-122.97473815318334,88.28521239698166
100055,1830.0,2024-01-01 15:00:00 EST,2024-01-02 15:00:00,2024-01-05 15:00:00,wh_a,UPS,same_day,152.71049572134166,snow,0.3327833710421772,4,6.684159932203615,,34.92575646123107,-70.44268967974376,49.596333048105436,-94.24079140665705,119.21261006937229
100056,1503.0,2024-01-01 03:00:00,2024-01-02 03:00:00,,WH_A,DHL,standard,612.1324624706718,sunny,0.3226626659206163,1,4.000982894326504,,41.520897240650704,-122.71572028687397,41.31762152279361,-92.66798775635938,33.9798602675962
100057,1129.0,2024-01-01 04:00:00 EST,2024-01-03 04:00:00,2024-01-05 04:00:00,WH_C,UPS,same_day,667.6156511562133,Sunny,0.21999651234599685,0,6.368851953453692,0,48.64157750214284,-97.78842754895231,43.65404237432793,-103.39551821617502,50.8009590998867
100058,1483.0,2024-01-05 11:00:00 EST,2024-01-08 11:00:00,2024-01-08 11:00:00,WH_C,DHL,expedited,532.3956550058092,sunny,0.06319938234706447,1,8.982731857765355,1,37.53824425957522,-96.94697412205177,33.09180138947418,-123.01596772470621,293.8412833497066
100059,1817.0,2024-01-01 10:00:00,2024-01-02 10:00:00,2024-01-06 10:00:00,WH_A,UPS,standard,826.8017927950075,sunny,0.29837004767131214,7,4.099523863556748,1,47.397983162665554,-111.81148544125246,46.65668644188239,-102.89429988031432,52.417685970030405
100060,1645.0,2024-01-01 18:00:00 EST,2024-01-03 18:00:00,2024-01-05 18:00:00,WH_C,DHL,same_day,323.1658044080923,sunny,0.49910071430456615,9,4.565965919093214,0,27.619994449902155,-94.27109230536703,47.50756342960328,-89.68513023723301,37.88920269054708
100061,1019.0,2024-01-01 12:00:00,2024-01-02 12:00:00,2024-01-01 12:00:00,WH_A,UPS,standard,623.7453388374538,RAIN,0.36953160635572896,5,4.521146608192559,1,38.28960436826475,-112.8968426055321,26.922556290870993,-86.39657695134318,11.34066884580439
100062,1839.0,2024-01-01 21:00:00 EST,2024-01-05 21:00:00,2024-01-08 21:00:00,wh_a,LocalCarrier,standard,150.4399138840293,Sunny,0.4331161207196283,9,9.77398181586727,,32.90126399352597,-100.6123363489647,28.286096701493502,-97.89646893313801,41.754987691773174
100063,1165.0,2024-01-01 03:00:00,2024-01-04 03:00:00,2024-01-09 03:00:00,WH_C,UPS,same_day,19.812247044986293,Sunny,0.2648889823861257,1,3.999777760915793,0,44.8924190476845,-101.2601149462426,31.52132339928862,-96.12362624158678,94.71186251024054
100064,1272.0,2024-01-02 11:00:00 EST,2024-01-06 11:00:00,2024-01-06 11:00:00,WH_C,UPS,expedited,734.323694364582,RAIN,0.43873317567231007,8,7.939936459652924,,36.12487029754797,-82.47827040696237,42.59186182131032,-88.00291482590936,15.985436061352473
100065,1386.0,2024-01-01 03:00:00,2024-01-04 03:00:00,,WH_A,FedEx,same_day,506.1687411289482,,0.39403089216016074,7,4.928190808502246,,36.88131215351067,-73.15744627986193,29.584116819339748,-100.28836899319987,92.95950562749532
100066,1599.0,2024-01-04 05:00:00,2024-01-06 05:00:00,,WH_C,UPS,,360.97472866517114,RAIN,0.585685446173988,3,5.340538628765047,0,26.619552363117187,-113.84362082753641,30.502002477163067,-110.50667782267229,135.16826221448122
100067,1314.0,2024-01-01 12:00:00,2024-01-04 12:00:00,2024-01-05 12:00:00,WH-B,UPS,,180.45319577139207,rain,0.19738664279610454,9,6.656641839011179,,35.95025153096977,-70.46654955386828,34.54658898870918,-112.73665615764341,146.2070055344004
100068,1012.0,2024-01-02 13:00:00,2024-01-05 13:00:00,2024-01-04 13:00:00,wh_a,LocalCarrier,same_day,748.1307145290021,snow,0.459209944386476,6,4.254580407654347,0,27.02071742331116,-73.28259469598169,40.290908932603976,-83.59858991260157,418.7024310095141
100069,1240.0,2024-01-05T05:00:00Z,2024-01-07 05:00:00,2024-01-09 05:00:00,wh_a,LocalCarrier,expedited,47.59568821015148,snow,0.47830752307775504,2,6.9650431324746975,,32.48905295225848,-118.80407399099094,49.40773411989034,-98.18482498530764,57.01539814251393
100070,1775.0,2024-01-03 02:00:00,2024-01-06 02:00:00,2024-01-11 02:00:00,WH_C,UPS,,797.8632404566063,sunny,0.24049303667688618,5,4.446384820679851,1,28.172036722089736,-74.81986803890341,44.597367347697926,-90.67527025733474,3.2970232306992044
100071,1344.0,2024-01-02 12:00:00,2024-01-03 12:00:00,2024-01-01 12:00:00,WH_C,LocalCarrier,,635.2992111297842,Sunny,0.6479201429207713,2,2.8629311210678843,,33.362023110933976,-93.94821386921893,38.95758791824774,-99.08918142707486,192.88849019474128
100072,1563.0,2024-01-01 18:00:00,2024-01-06 18:00:00,,WH-B,FedEx,same_day,62.662583595545186,Sunny,0.2620670863712779,9,7.033388303212515,,30.684708620356275,-76.65739758933707,26.234655435372424,-79.96394209668983,8.720879342743933
100073,1896.0,2024-01-01 19:00:00,2024-01-03 19:00:00,,WH-B,UPS,same_day,537.7884244635917,sunny,0.06958843765661973,2,6.220638252046394,0,32.12949884834493,-72.9900630806479,37.92099784451076,-97.67339587496537,197.80206627265153
100074,1338.0,2024-01-03T05:00:00Z,2024-01-08 05:00:00,2024-01-06 05:00:00,WH_C,DHL,same_day,1296.117462609905,rain,0.1800945238712467,8,3.827776358984093,1,28.70964600252409,-77.76010386402143,30.102129740830634,-70.65699568421914,405.7074169236278
100075,1090.0,2024-01-11T06:00:00Z,2024-01-13 06:00:00,2024-01-14 06:00:00,WH_C,FedEx,standard,856.8254853390429,snow,0.16394843105894902,5,7.305511912357039,,35.99019032536657,-102.84173272854687,32.5017262664934,-111.65674619042348,237.32545779424518
100076,1365.0,2024-01-03T04:00:00Z,2024-01-05 04:00:00,2024-01-10 04:00:00,WH-B,LocalCarrier,standard,251.59184624370232,RAIN,0.4935733143820618,7,3.031249629446817,,37.43941183680162,-89.97824435917462,31.271517186819224,-117.38103220204397,332.45279608213434
100077,1954.0,2024-01-02 15:00:00 EST,2024-01-06 15:00:00,2024-01-06 15:00:00,WH_A,UPS,standard,715.0117046716127,,0.36575891648972,3,5.845773687962002,1,45.916192329097846,-99.43763245243986,33.68620313509055,-104.45219145974659,2.3612525841041507
100078,1453.0,2024-01-03 14:00:00,2024-01-07 14:00:00,2024-01-08 14:00:00,WH-B,FedEx,same_day,75.22606113893642,rain,0.3260169682972613,3,1.6145910130611214,1,38.47063506640126,-104.84536480775296,26.556494514071726,-74.47388640942592,1.1434954159392992
100079,1426.0,2024-01-02 06:00:00 EST,2024-01-05 06:00:00,2024-01-03 06:00:00,WH_A,UPS,expedited,88.60574716816313,Sunny,0.23149294313873528,7,4.221441892274443,1,30.71893822509767,-111.21095290172158,39.42094512611615,-78.12280708971366,23.60993382107592
100080,1507.0,2024-01-01T02:00:00Z,2024-01-06 02:00:00,2024-01-11 02:00:00,wh_a,UPS,,479.8082990096853,sunny,0.4551327792574853,6,3.3155728456184406,1,43.39739241579984,-100.71706379571528,26.143826114755804,-111.3955868896264,160.302003732553
100081,1774.0,2024-01-02 15:00:00,2024-01-04 15:00:00,2024-01-09 15:00:00,wh_a,UPS,standard,665.4956805737223,snow,0.23768319097504284,4,2.4814585780510092,1,32.43116866862363,-80.67154411107,41.51458855977818,-92.01663374922049,9.366764839555621
100082,1941.0,2024-01-07T07:00:00Z,2024-01-10 07:00:00,2024-01-08 07:00:00,WH-B,LocalCarrier,expedited,743.3990956764253,sunny,0.19485425193141293,1,5.04902376914212,,43.90991366364949,-78.57875177046608,43.270058294471184,-92.60831438122302,137.24633631887434
100083,1033.0,2024-01-01 09:00:00,2024-01-02 09:00:00,2024-01-02 09:00:00,WH_A,DHL,same_day,747.5551173660104,Sunny,0.19922633762206213,5,5.664109672524262,1,34.67910145515255,-72.30969645017235,37.15160103785004,-108.86317078255118,1.2639604027166915
100084,1204.0,2024-01-03 08:00:00,2024-01-05 08:00:00,,WH-B,DHL,standard,648.4250337605602,sunny,0.1454002424802927,0,6.229586981781085,1,37.84187656465462,-109.0160841155613,44.53142785545617,-112.0540076447903,131.34131313030633
100085,1079.0,2024-01-01 10:00:00 EST,2024-01-02 10:00:00,2024-01-04 10:00:00,WH-B,FedEx,same_day,15.802661871169903,RAIN,0.278622464519177,6,5.00336075818814,,37.59388920225489,-89.22813720277894,49.18476747623711,-103.54727824787231,28.77743965396337
100086,1930.0,2024-01-02 12:00:00,2024-01-05 12:00:00,2024-01-04 12:00:00,WH_A,UPS,expedited,481.7205094558147,snow,0.2539229876253201,8,5.861724587521389,0,48.89089598550907,-86.84215785244305,33.501315270786435,-81.62596595570233,58.06024730112542
100087,1560.0,2024-01-01T04:00:00Z,2024-01-05 04:00:00,2024-01-05 04:00:00,WH-B,UPS,standard,790.6045674893664,sunny,0.2805045497977412,4,2.7537744998254454,,28.84163287915339,-114.47672162817128,40.47267310315415,-114.45567271460905,375.0985318547213
100088,1870.0,2024-01-02 04:00:00 EST,2024-01-05 04:00:00,2024-01-04 04:00:00,wh_a,UPS,standard,632.9872779822276,snow,0.13664498211109757,4,3.2394772266071854,0,48.46388996396195,-104.82149478917374,33.09329357642209,-100.4852108757104,80.23709984604046
100089,1386.0,2024-01-03 19:00:00 EST,2024-01-04 19:00:00,2024-01-03 19:00:00,WH_C,UPS,standard,554.6318096171981,sunny,0.36402409023579013,6,4.964365364255967,1,39.04971468347156,-106.17587287973893,36.084639625721735,-98.50657983507448,7.755477195381745
100090,1000.0,2024-01-01 20:00:00,2024-01-03 20:00:00,2024-01-04 20:00:00,WH_C,DHL,standard,598.767760073094,sunny,0.12816520656944794,4,3.247787093785405,0,49.84221453424149,-70.7749502892864,25.520638075983936,-73.34814019240949,206.4605491025241
100091,1388.0,2024-01-03 04:00:00,2024-01-08 04:00:00,,WH-B,FedEx,expedited,593.755963933166,snow,0.33761551619620717,9,5.011088809485738,,39.328456900468,-72.28917902831373,26.858747038938553,-108.3062646300662,39.107019446771005
100092,1564.0,2024-01-04 04:00:00 EST,2024-01-07 04:00:00,2024-01-10 04:00:00,WH_A,UPS,standard,89.46918489305324,RAIN,0.5506932504651394,3,3.6999836170829115,0,41.40940273499636,-79.80276550852722,44.93821823818523,-123.91943850215277,88.03285681107097
100093,1104.0,2024-01-06 05:00:00 EST,2024-01-08 05:00:00,2024-01-12 05:00:00,WH_A,UPS,,846.4673427906181,sunny,0.2208182316223539,0,4.6829460699152605,0,43.73935507743127,-98.99402245874259,28.497694528941214,-86.84478166016007,124.40034331527482
100094,1770.0,2024-01-01T12:00:00Z,2024-01-05 12:00:00,2024-01-05 12:00:00,wh_a,UPS,,466.84012775396343,RAIN,0.22254997598215778,5,1.6711073702372405,0,45.54472948182121,-110.4760502400955,42.478785691806664,-83.43146736787313,150.28875240574786
100095,1820.0,2024-01-02 00:00:00 EST,2024-01-06 00:00:00,2024-01-07 00:00:00,WH_A,FedEx,same_day,712.2759372456683,rain,0.23470536920811713,8,1.57569905513135,1,36.939090243695105,-74.62196666320612,42.72167581444457,-86.33321847158658,56.650637432037676
100096,1475.0,2024-01-01 07:00:00,2024-01-05 07:00:00,2024-01-05 07:00:00,WH_A,LocalCarrier,standard,191.6936515612648,,0.16617763212713613,3,3.565942783660427,,41.96484717710646,-110.25760188534527,49.905649149288706,-86.4593560346864,148.31912152211657
100097,1701.0,2024-01-10T18:00:00Z,2024-01-12 18:00:00,2024-01-11 18:00:00,wh_a,FedEx,,998.2975712421868,rain,0.2944924761801258,9,2.3464746036685504,0,40.37207489755182,-96.29313400126476,42.38990015071969,-98.42249217434507,12.43103778963078
100098,1400.0,2024-01-06 05:00:00 EST,2024-01-09 05:00:00,2024-01-13 05:00:00,WH-B,DHL,,153.0765068681364,,0.1869316180255164,3,-0.2487543141200632,1,35.17717492681224,-111.52101125828901,28.21864223176609,-123.97365575356139,74.58495536816889
100099,1728.0,2024-01-02 13:00:00,2024-01-04 13:00:00,2024-01-07 13:00:00,WH_C,FedEx,,1262.4023096091578,rain,0.19526212379169097,4,5.965144876133977,,45.51994041035072,-71.5808159056323,40.66354132361144,-84.85451135591958,2.2128500027221385
100100,1554.0,2024-01-04 16:00:00,2024-01-06 16:00:00,2024-01-11 16:00:00,wh_a,UPS,expedited,1135.7721161686852,,0.2511436869383738,5,6.942661350801134,,29.811213830442494,-122.70311155301309,38.103570508575714,-73.49138960220672,52.13324204674032
100101,1160.0,2024-01-02T11:00:00Z,2024-01-07 11:00:00,2024-01-05 11:00:00,WH-B,UPS,standard,102.52519417326096,sunny,0.3188203378188185,2,6.750391288007932,,29.178267784434436,-115.41075999673699,47.9347689381224,-116.34375044555489,45.37623516482641
